pr_number,title,author,merged_at,commits,comments,copilot_comments,copilot_commits
2494,Add baseline TIFF support to kernel::ImageDecoder,Copilot,2026-06-13T04:36:58Z,4,2,1,3
2462,Fix cast issues for onnx-light,Copilot,2026-06-12T21:01:31Z,6,8,4,5
2472,Add Python harness round-tripping every backend test through the ORT flatbuffer format,Copilot,2026-06-12T21:00:41Z,8,4,2,6
2496,Support UINT8/INT8/DOUBLE in kernel::MaxPool,Copilot,2026-06-12T19:57:53Z,2,0,0,2
2497,Add ReferenceEvaluator regression test for test_cc_flexattention_relative_positional,Copilot,2026-06-12T19:57:23Z,2,0,0,2
2498,Lock in ReferenceEvaluator agreement for Resize align_corners downsample,Copilot,2026-06-12T19:57:03Z,2,0,0,2
2492,fix reduce sumlogexp,xadupre,2026-06-12T19:56:37Z,2,4,1,1
2491,Extend IsNaN kernel to float16/bfloat16/double and add backend tests,Copilot,2026-06-12T19:15:24Z,4,2,1,4
2493,Register Scatter op in kernel dispatch table,Copilot,2026-06-12T19:08:32Z,2,0,0,2
2448,Fix shapes in test_cc_shape_inference_nonzero_plus_expression for optim shape inference,Copilot,2026-06-12T18:00:26Z,9,13,6,9
2489,Fix Resize align_corners coordinate transform for fractional scales,Copilot,2026-06-12T18:00:06Z,2,0,0,2
2485,Register Tile kernel in onnx_kernels dispatch table,Copilot,2026-06-12T17:43:14Z,2,0,0,2
2483,Register StringConcat kernel in dispatch table,Copilot,2026-06-12T17:43:03Z,2,0,0,2
2481,Register SpaceToDepth kernel in dispatch table,Copilot,2026-06-12T17:42:03Z,2,0,0,2
2473,improve loop shape inference,xadupre,2026-06-12T17:13:04Z,1,0,0,0
2460,Tolerate scalar Unsqueeze/Squeeze axes input,Copilot,2026-06-12T16:42:38Z,3,2,1,3
2464,Fix runtime_coverage figures: strip outputs/value_info before shape inference,Copilot,2026-06-12T16:24:10Z,2,0,0,2
2470,improve links in the documentation,xadupre,2026-06-12T16:23:37Z,1,0,0,0
2469,fixe ENFORCE,xadupre,2026-06-12T16:23:06Z,1,0,0,0
2458,Add SerializeFormat option to ParseOptions/SerializeOptions,Copilot,2026-06-12T15:52:40Z,3,2,1,3
2468,docs: explain collect_test_cases() without args and demo collect_test_cases_by_name,Copilot,2026-06-12T15:51:31Z,2,0,0,2
2466,Add how-to: collect backend test cases by op type or by name,Copilot,2026-06-12T15:31:59Z,2,0,0,2
2456,Fix Windows wheel build: deprecated strerror/_open under /sdl and M_PI in image decoder,Copilot,2026-06-12T14:41:12Z,3,2,1,3
2449,Release unused intermediates from RuntimeContext during graph execution,Copilot,2026-06-12T14:40:46Z,8,14,7,8
2453,Add INT32/INT64 support to arithmetic binary kernels (Add/Sub/Mul/Div),Copilot,2026-06-12T13:32:53Z,4,4,2,3
2454,"Support FLOAT16/BFLOAT16 in Attention, RotaryEmbedding, FlexAttention, Gemm, MatMul",Copilot,2026-06-12T13:32:33Z,5,4,2,5
2451,Add baseline JPEG decoder to ImageDecoder kernel,Copilot,2026-06-12T13:00:44Z,3,2,1,3
2450,Accept uniform sequence_lens in LSTM dispatch,Copilot,2026-06-12T12:46:46Z,2,0,0,2
2452,"Support map(K, V) inputs in ReferenceEvaluator for DictVectorizer/CastMap",Copilot,2026-06-12T12:21:31Z,2,0,0,2
2442,Float16 auto promote,xadupre,2026-06-12T12:14:39Z,15,25,22,3
2445,Register RotaryEmbedding kernel in dispatch table,Copilot,2026-06-12T11:46:25Z,4,2,1,3
2443,Implement Resize tf_crop_and_resize coordinate transformation,Copilot,2026-06-12T11:29:33Z,3,0,0,3
2446,Register Scaler kernel in dispatch table,Copilot,2026-06-12T11:01:20Z,2,0,0,2
2444,Register RNN kernel in dispatch table,Copilot,2026-06-12T11:01:02Z,3,0,0,3
2441,Fix macOS wheel build by bumping MACOSX_DEPLOYMENT_TARGET,Copilot,2026-06-12T10:55:57Z,3,2,1,3
2439,Fix Windows wheel build: MSVC C4146 in stream.h decodeZigZag64,Copilot,2026-06-12T10:55:49Z,3,0,0,3
2434,Fix Unsqueeze and Squeeze support for missing optional inputs,Copilot,2026-06-12T10:20:01Z,3,2,1,3
2435,Add upper-bound dim constraints to ShapesContext for NonZero/Compress/If,Copilot,2026-06-12T10:04:41Z,4,2,1,4
2436,GRU: support layout=1 to fix test_cc_gru_batchwise on ReferenceEvaluator,Copilot,2026-06-12T09:44:42Z,2,0,0,2
2428,Register kernel for ai.onnx.ml::DictVectorizer,Copilot,2026-06-12T09:20:33Z,3,2,1,3
2405,Support custom kernels for ReferenceEvaluator,Copilot,2026-06-12T09:18:33Z,3,2,1,3
2400,Enable / Disable runtime events,xadupre,2026-06-12T09:03:21Z,6,6,3,3
2418,Register QLinearConv kernel in dispatch table,Copilot,2026-06-12T08:32:11Z,2,0,0,2
2416,Register MaxRoiPool kernel,Copilot,2026-06-12T08:32:01Z,2,0,0,2
2433,fix missing flag,xadupre,2026-06-12T08:31:50Z,1,0,0,0
2402,Resolve Reshape `-1` symbolically when input dims are symbolic,Copilot,2026-06-12T08:29:22Z,2,0,0,2
2404,Propagate output anchors to leaf symbols through scaled-dim expressions,Copilot,2026-06-12T08:28:57Z,2,0,0,2
2412,Register LRN kernel in runtime dispatch table,Copilot,2026-06-12T08:28:14Z,3,0,0,3
2431,Add google::protobuf compatibility shim for ORT migration,xadupre,2026-06-12T08:27:56Z,1,0,0,0
2394,Add RuntimeContext::CollectExternalInputs for computing node-set captures,Copilot,2026-06-12T07:06:05Z,4,4,2,4
2397,Align C++ API documentation with the code,Copilot,2026-06-12T07:05:08Z,2,0,0,2
2566,Document that kernel parallelization is allowed except for accumulation operators,Copilot,2026-06-13T17:41:03Z,3,2,1,3
2562,Remove ONNX-vs-onnx-light API comparison example and helper surface,Copilot,2026-06-13T17:30:09Z,2,0,0,2
2563,Protect onnx and ort-flatbuffers parsers against OOM from oversized tensor allocations,Copilot,2026-06-13T17:27:23Z,2,0,0,2
2561,Factor graph input discovery into `onnx_proto/common_functions` and expose in Python,Copilot,2026-06-13T17:16:36Z,4,0,0,4
2552,add more backend test for types,xadupre,2026-06-13T17:13:00Z,6,10,5,5
2558,Add runtime WebP decoding support to ImageDecoder,Copilot,2026-06-13T16:28:34Z,3,2,1,3
2559,Protect ORT flatbuffer parser entry points against recursion OOM,Copilot,2026-06-13T14:58:01Z,3,0,0,3
2560,Add C++ release artifacts CI workflow and how-to documentation,Copilot,2026-06-13T14:57:37Z,3,0,0,3
2555,Add shape-inference event logging example for `test_cc_shape_inference_nonzero_chain_named`,Copilot,2026-06-13T13:32:14Z,3,0,0,3
2557,Add per-axis dequantization to DequantizeLinear kernel,Copilot,2026-06-13T12:49:11Z,2,0,0,2
2556,docs: add how-to page for custom optim shape inference,Copilot,2026-06-13T12:48:47Z,2,0,0,2
2543,Protect the proto parser against unbounded message recursion (OOM),Copilot,2026-06-13T12:48:03Z,3,2,1,3
2554,Fix inflated RSS baseline making streaming alignment appear memory-hungry,Copilot,2026-06-13T12:02:45Z,2,0,0,2
2553,Add how-to page on using a custom kernel,Copilot,2026-06-13T11:26:35Z,2,0,0,2
2546,Add PNG coverage to ImageDecoder: kernel unit tests and accurate docs,Copilot,2026-06-13T11:26:02Z,3,0,0,3
2547,Show deprecation information on automated operator documentation pages,Copilot,2026-06-13T11:25:39Z,2,0,0,2
2538,use ENFORCE,xadupre,2026-06-13T11:24:33Z,6,10,5,5
2545,Illustrate intermediate-result removal events in plot_runtime_events example,Copilot,2026-06-13T10:42:24Z,3,0,0,3
2515,Extend Cast/CastLike support to FLOAT4E2M1 and FLOAT8E8M0,Copilot,2026-06-13T10:40:32Z,5,6,3,4
2499,Fix test_cc_dict_vectorizer_string_int64 failure: move map input handling entirely to C++,Copilot,2026-06-13T09:01:00Z,5,8,4,5
2540,Add fuzz harness for ORT flatbuffer parser,Copilot,2026-06-13T08:46:14Z,2,0,0,2
2520,"extend support for float16, bfloat16",xadupre,2026-06-13T08:38:19Z,5,8,4,4
2519,Enable opt-in event logging in optim shape inference,Copilot,2026-06-13T08:36:28Z,3,2,1,3
2527,Add C++ kernel unit tests for JPEG decoding in ImageDecoder,Copilot,2026-06-13T08:36:16Z,3,2,1,3
2541,Fix Per-case details section failing in shape-inference coverage docs,Copilot,2026-06-13T08:26:42Z,2,0,0,2
2539,"Make protos relations diagram zoomable, add ASCII tree, and link proto names",Copilot,2026-06-13T08:24:31Z,3,0,0,3
2524,Link folder references in design docs to the GitHub repo,Copilot,2026-06-13T08:18:38Z,4,5,3,4
2517,Add symlink protection to onnx_proto parser and enforce no symlinks anywhere in the repository,Copilot,2026-06-13T07:49:51Z,4,4,2,4
2535,add ir-py,xadupre,2026-06-13T07:46:30Z,3,0,0,0
2526,docs: sync Simplification pipeline transformer list with implementation,Copilot,2026-06-13T07:46:01Z,2,0,0,2
2501,"Fix `kernel::Abs`, `kernel::Neg`, and `kernel::Sign` to support integer types; unblock nonzero-chain ReferenceEvaluator test",Copilot,2026-06-13T07:01:29Z,6,4,2,6
2513,Add dispatch-table coverage for BatchNormalization,Copilot,2026-06-13T06:57:54Z,2,0,0,2
2507,Add how-to and example for saving in ORT flatbuffer format,Copilot,2026-06-13T06:57:44Z,4,4,2,4
2522,docs: use SVG instead of Mermaid for the C++ library dependency graph,Copilot,2026-06-13T06:33:18Z,2,0,0,2
2503,ImageDecoder: add PNG (deflate) support,Copilot,2026-06-13T06:08:49Z,3,2,1,3
2502,Fix test_cc_qlinearmatmul_2D_int8_float16 with ReferenceEvaluator,Copilot,2026-06-13T06:02:06Z,2,2,1,2
2505,Verify ORT flatbuffers format guard holds with parallelization and alignment,Copilot,2026-06-13T06:01:42Z,2,0,0,2
2508,move files,xadupre,2026-06-13T05:38:59Z,1,0,0,0
2500,Fix sub-byte QuantizeLinear/DequantizeLinear: add INT2/UINT2/INT4/UINT4/FLOAT4E2M1 support with per-axis quantization,Copilot,2026-06-13T05:20:52Z,3,0,0,3
2594,"Add INT32/INT64 support to Less, Greater and LessOrEqual kernels",Copilot,2026-06-14T07:07:08Z,3,0,0,3
2590,Fix Scan zero-trip-count producing UNDEFINED scan output,Copilot,2026-06-14T07:06:44Z,2,0,0,2
2591,"Accept map(K, V) dict feeds under their original input name in ReferenceEvaluator",Copilot,2026-06-14T06:56:45Z,3,0,0,3
2580,Add native PNM (PBM/PGM/PPM) decoding to ImageDecoder kernel,Copilot,2026-06-14T06:31:38Z,3,0,0,3
2592,doc,xadupre,2026-06-14T06:30:20Z,1,0,0,0
2572,Rename TensorEvent to RuntimeEvent; add node_index and device fields,Copilot,2026-06-14T05:52:51Z,3,0,0,3
2587,fix dependency,xadupre,2026-06-14T05:41:55Z,1,0,0,0
2574,Fix per-axis DequantizeLinear when x_zero_point is omitted,Copilot,2026-06-14T05:41:40Z,3,0,0,3
2575,update for irpy,xadupre,2026-06-14T05:40:46Z,3,5,3,2
2571,"Speed up the long core (windows-latest, py3.13) CI check",Copilot,2026-06-14T05:38:30Z,2,0,0,2
2573,Document ORT flatbuffer parallelization and alignment support,Copilot,2026-06-14T05:38:00Z,2,0,0,2
2626,Fix C++ release build: make ExecutionPlan a complete type before RuntimeContext,Copilot,2026-06-14T15:06:45Z,3,0,0,3
2627,Add ReferenceEvaluator regression coverage for `test_cc_sequence_erase_default` sequence output contract,Copilot,2026-06-14T15:06:31Z,2,0,0,2
2628,Add regression test for 0-D numpy object array feed on map-typed input (issue #2577),Copilot,2026-06-14T15:06:13Z,3,0,0,3
2619,Implement DLPack protocol for runtime Tensor,Copilot,2026-06-14T13:09:45Z,4,0,0,4
2620,Exercise QuantizeLinear/DequantizeLinear (FLOAT4E2M1) in ReferenceEvaluator backend test,Copilot,2026-06-14T13:06:38Z,2,0,0,2
2622,Declare Sequence/Map backend-test output types via Expect instead of post-hoc promotion,Copilot,2026-06-14T13:06:18Z,2,0,0,2
2624,Fix CI Build wheel action: build Linux wheels on manylinux_2_28,Copilot,2026-06-14T13:05:54Z,2,0,0,2
2618,Add node_index to ShapeEvent,Copilot,2026-06-14T12:03:12Z,2,0,0,2
2617,Fix test_cc_sequence_construct failing for ReferenceEvaluator,Copilot,2026-06-14T12:02:48Z,3,0,0,3
2615,Support Cast/CastLike to/from int2/int4/uint2/uint4/float4e2m1 and float8* subtypes,Copilot,2026-06-14T11:23:17Z,3,4,2,3
2613,Avoid copying raw_data via zero-copy tensor_to_proto and tensor_to_numpy bindings,Copilot,2026-06-14T11:23:00Z,6,4,2,6
2612,Support blocked dequantization in DequantizeLinear kernel,Copilot,2026-06-14T09:58:41Z,3,0,0,3
2616,Add ONNX_LIGHT_BUILD_IMAGE_CODECS flag to disable TIFF/WebP/JPEG2000 decoders; fix pixi CI failure,Copilot,2026-06-14T09:58:26Z,4,3,2,4
2604,Fix misleading load/1filex1/onnxlight-cpp timing in plot_onnx_time.py,Copilot,2026-06-14T09:10:21Z,2,0,0,2
2608,Compare operator deprecation status in schema diff,Copilot,2026-06-14T08:42:20Z,2,0,0,2
2610,Use cross-reference links for functions and classes in design docs,Copilot,2026-06-14T08:36:48Z,2,0,0,2
2600,ImageDecoder: decode JPEG2000 via runtime-loaded libopenjp2,Copilot,2026-06-14T08:36:24Z,3,0,0,3
2599,Implement antialias support in the reference Resize kernel,Copilot,2026-06-14T08:11:44Z,2,0,0,2
2606,Plot .ort/.onnx size ratio in plot_save_ort_flatbuffers example,Copilot,2026-06-14T08:07:01Z,2,0,0,2
2598,Move ReferenceEvaluator RuntimeContext to the constructor,Copilot,2026-06-14T08:06:42Z,4,0,0,4
2602,Show Python and C++ equivalent code in every how-to,Copilot,2026-06-14T08:02:30Z,3,0,0,3
2649,Fix README CI badges and add C++ release build badge,Copilot,2026-06-15T07:05:55Z,3,2,1,3
2647,Move plot_runtime_events.py example to the backend test gallery,Copilot,2026-06-15T06:38:47Z,3,0,0,2
2645,Use symbolic shapes in plot_shape_inference example,Copilot,2026-06-15T06:38:27Z,2,0,0,2
2641,shims,xadupre,2026-06-15T06:38:10Z,6,0,0,0
2640,Add gallery example: run a float→int2 Cast model and its backend test,Copilot,2026-06-15T06:03:23Z,5,5,3,5
2643,Fix C4146 in Unsqueeze-11 shape inference breaking Windows C++ release build,Copilot,2026-06-15T05:34:35Z,2,0,0,2
2638,Fix Windows wheel build by using a stable scikit-build build directory,Copilot,2026-06-15T04:52:34Z,2,0,0,2
2629,Add subgraph_node_index and subgraph_attr_name fields to RuntimeEvent and ShapeEvent for subgraph event attribution,Copilot,2026-06-15T04:05:38Z,7,8,4,7
2636,Fix C++ release artifact builds on Linux/Windows by correcting signed bounds math and Linux runner toolchain,Copilot,2026-06-15T04:05:00Z,2,0,0,2
2632,Write a function in onnx_proto to identify required inputs for nodes,Copilot,2026-06-14T19:47:21Z,5,4,2,5
2634,Fix MSVC C4244 narrowing warning breaking Windows wheel build,Copilot,2026-06-14T17:12:19Z,2,0,0,2
2630,Enable SplitToSequence backend cases for ReferenceEvaluator,Copilot,2026-06-14T16:07:50Z,2,0,0,2
2659,[WIP] Implement NodeDeterminism in LightOpSchema,Copilot,2026-06-15T10:41:55Z,4,8,4,4
2661,Report mirrored onnx release version on onnx_light.onnx.__version__,Copilot,2026-06-15T10:04:06Z,4,2,1,4
2657,Support storage_order=1 (column-major Indices) in MaxPool kernel,Copilot,2026-06-15T09:18:54Z,2,0,0,2
2653,Add ReferenceEvaluator regression test for test_cc_split_to_sequence_1,Copilot,2026-06-15T09:07:02Z,2,0,0,2
2655,Fix test_cc_qlinearmatmul_3D_int8_float16 for the ReferenceEvaluator,Copilot,2026-06-15T09:00:15Z,2,0,0,2
2650,"improves examples and exposes ShapeEventAction, RuntimeEventAction in Python bindings",xadupre,2026-06-15T08:27:22Z,6,4,2,3
2678,Group shape-inference design docs into a subfolder and retain control-flow subgraph contexts,Copilot,2026-06-15T19:52:38Z,11,10,5,8
2675,Loop,xadupre,2026-06-15T18:34:18Z,9,12,6,5
2684,fix missing,xadupre,2026-06-15T17:45:06Z,4,4,2,3
2683,fix reduce sum,xadupre,2026-06-15T16:45:06Z,3,4,2,2
2673,fix quantizelinear,xadupre,2026-06-15T14:33:47Z,4,6,3,3
2679,attention more cases,xadupre,2026-06-15T14:33:26Z,2,2,1,1
2682,Build macOS as universal2; drop separate x86_64 macOS builds,Copilot,2026-06-15T13:53:02Z,2,0,0,2
2680,add option -v,xadupre,2026-06-15T13:22:11Z,1,0,0,0
2672,fix float16 failures,xadupre,2026-06-15T13:03:26Z,3,2,1,1
2662,Expose shape-inference drivers as ShapesContext methods in Python bindings,Copilot,2026-06-15T12:09:36Z,5,4,2,5
2670,Merge mypy and pyrefly into a single typing CI job,Copilot,2026-06-15T11:47:59Z,2,0,0,2
2668,Support BatchNormalization training_mode=1,Copilot,2026-06-15T11:43:04Z,2,0,0,2
2666,ifx reduce sum log,xadupre,2026-06-15T11:35:12Z,2,2,1,1
2665,fix for cast,xadupre,2026-06-15T11:34:57Z,3,4,2,2
2671,fix fft,xadupre,2026-06-15T11:30:11Z,1,0,0,0
2664,Add manually triggered OpenSSF Scorecard workflow,Copilot,2026-06-15T10:54:28Z,2,0,0,2
2738,Add Abs/Neg outputs and rename If outputs to B1/B2 in if_symbolic_shapes example,Copilot,2026-06-17T10:10:01Z,5,6,3,5
2751,Add SequenceMap regression tests for ReferenceEvaluator,Copilot,2026-06-17T10:09:44Z,2,0,0,2
2752,rename,xadupre,2026-06-17T10:09:29Z,1,0,0,0
2746,Add backend test for shape inference for arnir0/Tiny-LLM,Copilot,2026-06-17T09:20:25Z,5,4,2,5
2736,Fix unsound floor-division simplification of 2*(H//2) and document the semantics,Copilot,2026-06-17T09:19:31Z,5,4,2,5
2748,Add FLOAT16/BFLOAT16 support to Softmax kernel,Copilot,2026-06-17T08:35:26Z,3,0,0,3
2749,rename,xadupre,2026-06-17T08:35:17Z,2,2,1,1
2742,"Fix documentation: onnx_manipulations visibility, onnx→onnx_light.onnx migration (Python and C++), kernel-free builds",Copilot,2026-06-17T08:32:53Z,4,4,2,4
2740,Fix failing reduced wheel build by restricting cibuildwheel to x86_64,Copilot,2026-06-17T07:00:54Z,2,0,0,2
2734,Add test verifying shape inference introduces no new value_info names (NonZero/Loop/Compress excepted),Copilot,2026-06-17T05:51:41Z,4,2,1,4
2732,Add symbolic Pad→Conv→Sub shape-inference backend case; fix dangling dim pointers in Pad inference,Copilot,2026-06-17T05:03:08Z,5,3,1,5
2727,Add reduced onnx-light build without kernels/backend with weekly and per-PR CI,Copilot,2026-06-16T20:37:25Z,8,13,7,8
2728,Add FLOAT16 support to the Conv kernel,Copilot,2026-06-16T19:51:22Z,4,4,2,4
2731,minor fixes,xadupre,2026-06-16T19:01:14Z,1,0,0,0
2730,"Pin versions of black, ruff, mypy, pyrefly and codespell",Copilot,2026-06-16T18:57:06Z,4,4,2,4
2721,Add backend test example for shape inferences using symbolic shapes,Copilot,2026-06-16T18:16:03Z,4,10,5,4
2726,Add DOUBLE support to FlexAttention kernel and C++ backend test,Copilot,2026-06-16T17:45:00Z,3,0,0,3
2723,Fix FLOAT16→FLOAT8 cast discrepancies caused by wrong float16 subnormal decode,Copilot,2026-06-16T16:47:00Z,3,0,0,3
2725,Add libFuzzer harness for C++ compose helpers,Copilot,2026-06-16T16:45:56Z,3,0,0,3
2724,Add fp16 support to LinearAttention kernel,Copilot,2026-06-16T16:45:19Z,3,0,0,3
2719,Add how-to page for ONNX graph manipulation helpers and update linking page,Copilot,2026-06-16T15:43:27Z,3,2,1,3
2717,"Improve shape inference documentation: pretty_onnx coverage page, value_as_shape page, runpython examples",Copilot,2026-06-16T14:46:00Z,3,0,0,3
2710,Translate onnx_light.onnx.compose to C++ and remove Python,Copilot,2026-06-16T14:39:08Z,3,2,1,3
2711,Fix RoiAlign max-mode kernel to match ONNX reference,Copilot,2026-06-16T14:36:48Z,4,2,1,4
2709,Align INT2 Cast semantics with ONNX backend tests and prune stale runtime discrepancies,Copilot,2026-06-16T14:36:27Z,5,2,1,5
2714,Relax DFT inverse backend-runtime tolerances and drop stale discrepancy entries,Copilot,2026-06-16T13:25:17Z,2,0,0,2
2713,Remove broken repo-size badge from project docs,Copilot,2026-06-16T12:44:34Z,2,0,0,2
2696,Split onnx_lib into schema layer (onnx_lib) and onnx_manipulations,Copilot,2026-06-16T11:16:19Z,4,2,1,4
2701,Fix FLOAT16/FLOAT → FLOAT4E2M1 cast rounding for near-zero values,Copilot,2026-06-16T11:15:56Z,4,0,0,4
2699,Generate per-model runtime tests in test_backend_runtime_onnx_vs_onnxlight.py,Copilot,2026-06-16T10:01:38Z,3,0,0,3
2691,Add onnx-vs-onnx-light runtime validation over all ONNX backend node tests,Copilot,2026-06-16T08:25:35Z,4,1,0,4
2692,introduce map,xadupre,2026-06-16T07:55:06Z,3,6,3,2
2695,Update CI badges in README and index.rst,Copilot,2026-06-16T07:54:49Z,2,0,0,2
2690,Ignore expanded ONNX backend cases in known-missing snapshot,Copilot,2026-06-16T06:31:46Z,3,2,1,3
2688,Fix macOS universal2 wheel build by disabling OpenSSL auto-discovery,Copilot,2026-06-16T05:30:52Z,2,0,0,2
2744,"Add shape-inference backend cases: pairwise distance + TopK(k=input) + ReduceMean (broadcasting, Scan, and Loop variants)",Copilot,2026-06-17T14:22:46Z,12,16,8,12
2762,Implement Attention `nonpad_kv_seqlen` input (opset 24),Copilot,2026-06-17T13:45:42Z,3,2,1,3
2759,Recognize past_seq+seq==total_seq in tiny_llm shape inference and rewrite to the total_seq anchor,Copilot,2026-06-17T13:12:56Z,3,0,0,3
2758,Fix optim shape inference for test_cc_shape_inference_loop_pairwise_distance,Copilot,2026-06-17T12:44:56Z,2,0,0,2
2760,rename a shape,xadupre,2026-06-17T12:05:44Z,1,0,0,0
2754,Install the right wheel in the reduced wheel Linux CI job,Copilot,2026-06-17T10:56:14Z,2,0,0,2
2805,attention,xadupre,2026-06-18T11:17:05Z,1,0,0,0
2802,llm,xadupre,2026-06-18T11:02:04Z,1,0,0,0
2794,Fix ai.onnx.ml kernels: SVMRegressor and SVMClassifier correctness,xadupre,2026-06-18T11:01:32Z,2,2,1,1
2800,nonzero,xadupre,2026-06-18T10:45:39Z,1,0,0,0
2789,Add to_svg to render an ONNX graph as SVG,Copilot,2026-06-18T10:39:37Z,8,9,5,8
2792,investigate,xadupre,2026-06-18T09:41:05Z,3,0,0,0
2791,Gate ORT opset-27 backend exclusions on detected ONNX Runtime opset support,Copilot,2026-06-18T09:40:53Z,4,2,1,4
2785,pairwise,xadupre,2026-06-18T09:40:34Z,2,2,1,1
2795,[WIP] Add to_svg to render an ONNX graph as SVG,Copilot,2026-06-18T09:02:55Z,9,2,1,9
2787,Move schema_diff into onnx_light.tools,Copilot,2026-06-18T09:02:04Z,5,2,1,5
2793,roi,xadupre,2026-06-18T08:33:51Z,1,0,0,0
2775,fix dictvect,xadupre,2026-06-18T08:30:22Z,4,6,3,3
2784,ifopt,xadupre,2026-06-18T08:20:37Z,1,0,0,0
2769,clean3,xadupre,2026-06-18T07:35:27Z,3,4,2,2
2768,Fix sub-byte cast wrapping semantics and add Softmax DOUBLE support,xadupre,2026-06-18T07:35:00Z,4,4,2,3
2776,fix castmap,xadupre,2026-06-18T07:33:52Z,5,4,2,4
2779,fix id seq,xadupre,2026-06-18T07:33:14Z,2,2,1,1
2778,fix scan_sum: handle Scan opset 8 format in shape inference,xadupre,2026-06-18T07:06:19Z,3,2,1,2
2777,sequence map,xadupre,2026-06-18T07:05:05Z,2,2,1,1
2772,fix loop: propagate sequences in RunIfNode for Optional<Sequence> loop-carried state,xadupre,2026-06-18T06:33:14Z,3,6,3,2
2770,fix sequence,xadupre,2026-06-18T05:51:56Z,3,2,1,2
2774,fix attention,xadupre,2026-06-18T05:51:15Z,1,0,0,0
2780,fix linear attention,xadupre,2026-06-18T05:50:42Z,1,0,0,0
2781,fix flex,xadupre,2026-06-18T05:50:15Z,1,0,0,0
2783,k into TopK_k,xadupre,2026-06-18T05:49:49Z,1,0,0,0
2773,fix compress shape concrate,xadupre,2026-06-17T22:17:24Z,1,0,0,0
2771,fix shapes,xadupre,2026-06-17T22:11:06Z,1,0,0,0
2767,clean,xadupre,2026-06-17T22:05:43Z,2,2,1,1
2755,better tests,xadupre,2026-06-17T21:13:39Z,13,15,8,6
2765,Allow rank-3 (3D) packed inputs in Attention shape inference,Copilot,2026-06-17T19:14:54Z,2,0,0,2
2766,fix,xadupre,2026-06-17T16:32:10Z,1,0,0,0
2763,fix documentation,xadupre,2026-06-17T15:33:26Z,1,0,0,0
2820,Reduce Windows and macOS wheel size by excluding the C++ install tree,Copilot,2026-06-18T20:45:34Z,2,0,0,2
2816,Add WhichOneof to TypeProto and OptionalProto bindings,Copilot,2026-06-18T19:31:11Z,3,2,1,3
2818,Upgrade to 0.1.1,Copilot,2026-06-18T18:33:58Z,3,0,0,3
2814,Support protobuf-style keyword arguments in RepeatedProtoField.add(),Copilot,2026-06-18T17:27:53Z,2,0,0,2
2804,dyn-nz,xadupre,2026-06-18T15:14:50Z,10,10,5,9
2803,reshape,xadupre,2026-06-18T14:44:37Z,2,0,0,0
2812,Allow build release workflows to build a specific tag,Copilot,2026-06-18T14:39:55Z,2,0,0,2
2801,dyn-pairwise: fix pairwise distance shape inference tests,xadupre,2026-06-18T14:05:19Z,6,11,5,5
2810,Add protobuf-style ClearField to bound proto objects,Copilot,2026-06-18T13:31:15Z,3,0,0,2
2799,loop,xadupre,2026-06-18T13:03:34Z,4,6,3,3
2797,batchwise,xadupre,2026-06-18T13:01:08Z,2,2,1,1
2798,resize,xadupre,2026-06-18T13:00:41Z,3,4,2,2
2806,sequence - local,xadupre,2026-06-18T13:00:22Z,2,2,1,1
2808,"Fix hasattr(ModelProto(), ""configuration"") raising TypeError",Copilot,2026-06-18T12:53:52Z,3,0,0,3
2796,Support low-precision dtypes in ORT backend tests using IOBinding,xadupre,2026-06-19T20:54:43Z,45,46,21,28
2861,Return False for String comparisons against non-string objects,Copilot,2026-06-19T19:36:20Z,2,0,0,2
2855,Support comparing scalar RepeatedField to a Python list,Copilot,2026-06-19T18:18:18Z,3,2,1,3
2857,Support int2/uint2/int4/uint4/float4 in make_tensor,Copilot,2026-06-19T18:17:47Z,3,0,0,3
2859,Add String.decode() to mimic bytes.decode for STRING/STRINGS attribute values,Copilot,2026-06-19T18:17:36Z,2,0,0,2
2853,"Bring infer_shapes to parity with onnx (check_type, strict_mode, data_prop)",Copilot,2026-06-19T17:59:43Z,3,0,0,3
2851,Add protobuf-style keyword-argument constructor to proto classes,Copilot,2026-06-19T16:34:26Z,3,0,0,3
2847,Register repeated field containers as collections.abc.Sequence,Copilot,2026-06-19T15:23:03Z,4,4,2,4
2845,Add manually-triggered CI workflow to run yobx tests against onnx-light,Copilot,2026-06-19T13:55:39Z,2,0,0,2
2836,Add compare_expressions to compare two symbolic expressions,Copilot,2026-06-19T13:33:56Z,7,6,3,7
2841,rename dynamic dimension,xadupre,2026-06-19T13:32:00Z,6,2,1,2
2834,Fix onnx-light proto API gaps to pass ir-py test suite,Copilot,2026-06-19T13:09:02Z,9,4,2,4
2840,Expose OpSchema.Attribute.default_value to match ONNX API,Copilot,2026-06-19T12:18:18Z,2,0,0,2
2829,Publish wheel files directly to GitHub Releases on tag runs,Copilot,2026-06-19T12:17:50Z,2,0,0,2
2827,Replace throw std::invalid_argument with EXT_ENFORCE_INVALID / EXT_THROW_INVALID,Copilot,2026-06-19T12:16:04Z,5,6,3,5
2826,Guess in-place input reuse from onnx_optim shape inference,Copilot,2026-06-19T09:21:02Z,5,2,1,5
2838,Add a build tag to the reduced wheel so its filename differs from the full wheel,Copilot,2026-06-19T09:18:22Z,2,0,0,2
